banner.arg,banner.vd,value,se,x
0,5,0.246233662297446,0.385325916062655,0
0.0208333333333333,5,0.0388050533576038,0.205251420020998,0.104166666666667
0.0416666666666667,5,-0.228008263241407,0.160169946882132,0.208333333333333
0.0625,5,-0.44723610375906,0.244657448330053,0.3125
0.0833333333333333,5,-0.601324642203978,0.274501348366912,0.416666666666667
0.104166666666667,5,-0.687976422267843,0.242837625352903,0.520833333333333
0.125,5,-0.718292004589132,0.222728602397021,0.625
0.145833333333333,5,-0.729421048053127,0.243486466491916,0.729166666666667
0.166666666666667,5,-0.702991454943746,0.268005088527084,0.833333333333333
0.1875,5,-0.617825562531545,0.287624882208654,0.9375
0.208333333333333,5,-0.488419288270871,0.307154137111248,1.04166666666667
0.229166666666667,5,-0.344665756980117,0.328141439023562,1.14583333333333
0.25,5,-0.219890339232715,0.353703892267103,1.25
0.270833333333333,5,-0.141191957031008,0.386683330326094,1.35416666666667
0.291666666666667,5,-0.120916833253099,0.433313010515188,1.45833333333333
0.3125,5,-0.153861302166458,0.478238931209997,1.5625
0.333333333333333,5,-0.218905203185975,0.506445465844818,1.66666666666667
0.354166666666667,5,-0.301884935438109,0.523481622449957,1.77083333333333
0.375,5,-0.399552387990967,0.526944310352071,1.875
0.395833333333333,5,-0.510662107515963,0.528234953458415,1.97916666666667
0.416666666666667,5,-0.626631319167112,0.539332984239792,2.08333333333333
0.4375,5,-0.729754570686189,0.560753251566592,2.1875
0.458333333333333,5,-0.801123554474239,0.582926468926952,2.29166666666667
0.479166666666667,5,-0.830278376174656,0.600881087100678,2.39583333333333
0.5,5,-0.8175091232644,0.613334953235977,2.5
0.520833333333333,5,-0.770003496355825,0.618420522426399,2.60416666666667
0.541666666666667,5,-0.697995525159322,0.62177614204297,2.70833333333333
0.5625,5,-0.610086731127519,0.631932306486568,2.8125
0.583333333333333,5,-0.511143130100965,0.655347039826317,2.91666666666667
0.604166666666667,5,-0.40378303154264,0.695512133517297,3.02083333333333
0.625,5,-0.291419689892511,0.752299745127997,3.125
0.645833333333333,5,-0.180187455712009,0.824076444832505,3.22916666666667
0.666666666666667,5,-0.0783074618581575,0.908160521385521,3.33333333333333
0.6875,5,0.00665836003861425,1.00058085330048,3.4375
0.708333333333333,5,0.0709247430472117,1.09954244185964,3.54166666666667
0.729166666666667,5,0.116079776210385,1.20613428240635,3.64583333333333
0.75,5,0.148181706281024,1.32067879096691,3.75
0.770833333333333,5,0.174850102125431,1.44257668984733,3.85416666666667
0.791666666666667,5,0.202158479117974,1.57218938949658,3.95833333333333
0.8125,5,0.233310637926278,1.70804185586272,4.0625
0.833333333333333,5,0.269057198439238,1.84471534414471,4.16666666666667
0.854166666666667,5,0.308555646273595,1.9767808555252,4.27083333333333
0.875,5,0.350234153835989,2.10319752318686,4.375
0.895833333333333,5,0.392460037378935,2.22695749606592,4.47916666666667
0.916666666666667,5,0.433891588052128,2.35198101189008,4.58333333333333
0.9375,5,0.473590249202182,2.48103893966094,4.6875
0.958333333333333,5,0.511008479519832,2.61527592839155,4.79166666666667
0.979166666666667,5,0.545917927937954,2.75450146743915,4.89583333333333
1,5,0.578313780753357,2.89769621872832,5
0,5.44,0.246233662297446,0.385325916062655,0
0.0208333333333333,5.44,0.045119514380893,0.206002736629843,0.113333333333333
0.0416666666666667,5.44,-0.215075288679636,0.158949981689072,0.226666666666667
0.0625,5.44,-0.426849411908038,0.24149666269842,0.34
