banner.arg,banner.vd,value,se,x
0,5,1.74120233257635,0.820819897877989,0
0.0208333333333333,5,0.60142041638544,0.394459243808194,0.104166666666667
0.0416666666666667,5,-0.906360578856336,0.493909273158174,0.208333333333333
0.0625,5,-1.9983024537277,0.507341179645564,0.3125
0.0833333333333333,5,-2.03468506585358,0.644710793336373,0.416666666666667
0.104166666666667,5,-0.602489403578373,0.409742947782794,0.520833333333333
0.125,5,0.641717940671128,0.336438109849165,0.625
0.145833333333333,5,0.328134692518863,0.370278762304181,0.729166666666667
0.166666666666667,5,-0.0974206252738573,0.404454802553489,0.833333333333333
0.1875,5,0.638867477324122,0.701836144444774,0.9375
0.208333333333333,5,1.49589779159674,1.22010238386821,1.04166666666667
0.229166666666667,5,1.24054584383901,1.12917687222611,1.14583333333333
0.25,5,0.262514466154754,0.711809085418335,1.25
0.270833333333333,5,-0.924485890241965,0.717159340608137,1.35416666666667
0.291666666666667,5,-2.73837627933271,1.36695598389594,1.45833333333333
0.3125,5,-5.275855224518,2.3236262612534,1.5625
0.333333333333333,5,-7.46969137450003,3.19554118920876,1.66666666666667
0.354166666666667,5,-8.33832303904378,3.63577291462048,1.77083333333333
0.375,5,-7.86485070384379,3.59914170114191,1.875
0.395833333333333,5,-6.82750442451374,3.4012386667954,1.97916666666667
0.416666666666667,5,-5.71382149144975,3.19715669228632,2.08333333333333
0.4375,5,-4.45548777047484,2.96593021194122,2.1875
0.458333333333333,5,-2.86387619805723,2.75966194126616,2.29166666666667
0.479166666666667,5,-1.039097488474,2.79413353946902,2.39583333333333
0.5,5,0.700906731348601,3.01001211461072,2.5
0.520833333333333,5,2.12576714655051,3.10469524289148,2.60416666666667
0.541666666666667,5,3.20236221320252,3.04309552292519,2.70833333333333
0.5625,5,4.02984675233391,2.98439277769449,2.8125
0.583333333333333,5,4.72136125939237,2.99244497890136,2.91666666666667
0.604166666666667,5,5.33767487554323,2.94648970690679,3.02083333333333
0.625,5,5.87529366042485,2.70285883525365,3.125
0.645833333333333,5,6.26820259207188,2.25008865564274,3.22916666666667
0.666666666666667,5,6.40368643821462,1.7305449394626,3.33333333333333
0.6875,5,6.17857556383707,1.45844125106491,3.4375
0.708333333333333,5,5.58714426552956,1.73050585191446,3.54166666666667
0.729166666666667,5,4.78003674675777,2.28946014762497,3.64583333333333
0.75,5,4.03080095385439,2.79424843547187,3.75
0.770833333333333,5,3.61131023799132,3.21870689414842,3.85416666666667
0.791666666666667,5,3.66204642112848,3.76469569010189,3.95833333333333
0.8125,5,4.16082737345739,4.55110072116375,4.0625
0.833333333333333,5,4.9827821717846,5.47001630374759,4.16666666666667
0.854166666666667,5,5.97593650735669,6.36622864794322,4.27083333333333
0.875,5,7.01560715809972,7.18188886945968,4.375
0.895833333333333,5,8.02015251155316,7.95030965785133,4.47916666666667
0.916666666666667,5,8.94234029092886,8.73462324899188,4.58333333333333
0.9375,5,9.7601033699666,9.58540480125104,4.6875
0.958333333333333,5,10.4704386821183,10.5261929056512,4.79166666666667
0.979166666666667,5,11.0832675597323,11.555276279568,4.89583333333333
1,5,11.6150862574438,12.6546793533732,5
0,5.44,1.74120233257635,0.820819897877989,0
0.0208333333333333,5.44,0.611423712009361,0.393580678433902,0.113333333333333
0.0416666666666667,5.44,-0.888307166351825,0.50042140961864,0.226666666666667
0.0625,5.44,-1.97803058378963,0.517501269152176,0.34
0.0833333333333333,5.44,-2.02750608080138,0.64895218279811,0.453333333333333
0.104166666666667,5.44,-0.563990563091638,0.401909872151191,0.566666666666667
0.125,5.44,0.733646765465604,0.35425376571836,0.68
0.145833333333333,5.44,0.346846941553848,0.375067045222993,0.793333333333333
